Market Name,Store Name,Bin Location,Provider,Description,Part Number,Store Part ID,Part ID,UPC,Parts Quantity,Most Recent Cost,Weighted Average Cost,Last Ordered Date,Last Used Date,Days Since Last Interaction,Total Cost Store Parts
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE10 * JF15,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 1-1/4"" DW",741-4104,684351,133554,0,51,$23.62,$20.64,2024-12-27,2024-08-30,172,"$1,052.48"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,EE20,PYRAMEX,PASSIVE EARMUFFS FULL BRIM,CMFB6010,1124556,3872020,810170035944,51,$7.68,$7.68,2024-12-27,2024-12-29,51,$391.68
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KC10,BULK - WRENCH BACKUP,"BACKUP WRENCH MAGNETIC 1-1/4"" HEX 32MM",744-9804,684282,2054041,0,51,$136.00,$153.54,2024-12-27,1899-12-31,53,"$7,830.47"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE15*JF10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 3/4"" DR X 1-11/16"" STD",740-4111,684310,129824,0,51,$15.00,$16.01,2024-11-03,2024-12-27,53,$816.28
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IB25,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  1-9/16""",744-5109,684268,135644,0,51,$51.00,$72.03,2024-12-30,2024-12-27,53,"$3,673.65"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,MARTOR,Belt Holster w/Clip (medium),9921.08,1225426,4121020,0,50,$17.25,$17.25,2025-02-04,1899-12-31,14,$862.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,MICHIGAN PNEUMATIC,"Bumper, Poly for Rivet Buster",2104P-ORANGE,687099,54258,0,50,$2.50,$2.55,2025-02-04,2024-12-27,53,$127.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BF20,TECHNIWELD,1-101 size 1 Victor style acetylene cutting tip,BS11011,1167700,3694586,0,50,$4.39,$4.37,2025-02-04,2024-12-28,52,$218.60
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KC10,BULK - WRENCH BACKUP,"BACKUP WRENCH MAGNETIC 1-7/16"" HEX 36MM",744-9807,684280,2054042,0,50,$153.00,$140.72,2024-11-20,2024-12-27,53,"$7,035.96"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 1"" DRIVE RETAINING RING - 2"" GROOVE",JRR10032,686979,654839,0,50,$4.33,$4.33,2024-12-27,2024-12-29,51,$216.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 1-1/2"" DRIVE CRUSH GAUGE RETAINING RING - 4-3/8"" GROOVE",JRR15070,686977,654847,0,50,$5.28,$5.28,2024-12-27,2024-08-30,172,$264.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KB20 * JD30,"KENNEDY WIRE ROPE & SLING COMPANY, INC.","2"" X 16' TYPE EEF-2-92 POLYESTER FLAT EYE  SLING 2 PLY","1300-00506 - 2"" X 16'",1176245,5941692,0,50,$23.32,$23.32,2024-12-27,1899-12-31,53,"$1,166.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,PROFAX,"SHOCK WASHER, RED",17SW,1124555,3468568,0,50,$2.20,$2.20,2024-11-03,1899-12-31,107,$110.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BE20,TECHNIWELD,NOZZLE #8 ALUMINA GAS LENS,TS57N74,1124619,3871682,843088121614,50,$1.29,$1.19,2025-02-04,2024-12-29,51,$59.35
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BE20 * JB30,PROFAX,"SGR-56 Green Single Line Argon Hose With 5/8 Inch-18 Male Right Hand Fittings, 1/4 Inch x 56 ft",SGR-56,687003,3548090,0,50,$32.22,$32.22,2024-12-27,2024-08-30,172,"$1,611.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB7DR9,FTL ENTERPRISES,RET RING 3/4 SQ DR X1 1/4 ID W/RESIN,FTL10005CG,684713,2041079,0,50,$2.13,$2.13,2024-09-05,2024-08-30,172,$106.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AF30,TECHNIWELD,E6010 1/8 DIAMETER ELECTRODE 10LB TUBE VACUUM PACKAGED,6010I12510V,1225427,3749621,0,50,$2.02,$2.02,2025-02-04,1899-12-31,14,$101.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD10,PROFAX,Long Tapered Contact Tip .045,17SLT-45,1124559,4121455,0,50,$0.92,$0.92,2024-11-03,2024-12-27,53,$46.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BD30,Martin Tools,4 Pc Heavy Duty Gasket Scraper Set,GS4K,1176125,5934788,0,50,$42.01,$42.01,2024-12-19,1899-12-31,61,"$2,100.50"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DA25,IRONWEAR,"1285-L, LG-LG Lime, Mesh Vest",1285-L-3-LG VEST,1181228,1906155,0,50,$3.80,$3.80,2024-12-27,1899-12-31,53,$190.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,TECHNIWELD,1-101 size 2 Victor style acetylene cutting tip,BS11012,1167699,3694587,0,50,$4.39,$4.37,2025-02-04,2024-12-27,53,$218.60
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,BULK - HAND TOOLS HAMMER,HAMMER COIL HANDLE CHIPPING,745-1560,1226404,136667,0,50,$3.61,$3.61,2025-02-05,1899-12-31,13,$180.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 3/4"" DRIVE RETAINING RING 2-1/4"" GRV",JRR07536,686973,654837,0,50,$4.08,$4.08,2024-12-30,2024-08-30,172,$204.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ID40,GENERAL WORK PRODUCTS,CASE XL DISP COVERALL NO HOOD E/W/A,PPCW1702XL,1106007,2053498,0,50,$1.36,$1.36,2024-10-17,1899-12-31,124,$68.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 1"" DRIVE RETAINING RING - 1-3/4"" GROOVE",JRR10028,686978,654838,0,50,$4.33,$4.33,2024-12-29,2024-08-30,172,$216.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,LINCOLN ELECTRIC,Lincoln® ER308/308L - 1/8 in (3.2 mm) - (3) 10 lb Tube,ED034441,1225420,3831219,0,50,$8.97,$8.97,2025-02-04,1899-12-31,14,$448.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,DEWALT,"4""X5/8""-11 HP.020 STAIN STRINGR WIRE WHL BUL",DW49204B,684187,699205,40028877288954,50,$8.97,$8.97,2025-01-03,2024-08-30,172,$448.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,LINCOLN ELECTRIC,Lincoln® ER308/308L - 5/32 in (4.0 mm) - (3) 10 lb Easy Open Can,ED036060,1225421,3831221,0,50,$8.83,$8.83,2025-02-04,1899-12-31,14,$441.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB7DR9,FTL ENTERPRISES,RET RING 3/4' SQ DR X 2 1/8 ID W/ RESIN,FTL18715CG,684235,2041095,0,49,$2.30,$2.31,2024-12-27,2024-12-29,51,$113.19
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IB20,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  1-15/16""",744-5115,889054,135650,0,49,$123.59,$122.75,2024-12-27,1899-12-31,53,"$6,014.90"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 1-1/2"" DRIVE CRUSH GAUGE RETAINING RING - 3-7/8"" GROOVE",JRR15062,686976,654846,0,49,$5.28,$5.28,2024-12-27,2024-12-29,51,$258.72
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,EF20,PYRAMEX,Disposable Uncorded Earplugs,DP1000,684699,2060551,18149920043243,49,$13.77,$13.77,2024-08-31,2024-12-29,51,$674.73
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LA40 * KD10,BULK - RIGGING SLING POLYESTER,SLING POLYESTER ROUND 20' RED,747-0520,1013750,3690411,0,49,$68.71,$68.59,2024-12-31,2024-12-27,53,"$3,360.72"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ED20,HONEYWELL,"VeriShield™ 100 Series Passive Earmuff, VS130, 30 NRR, Black, Over the Head",1035108-VS,853009,2250494,07132550351086,49,$25.89,$24.20,2024-12-29,2024-12-27,53,"$1,185.71"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DF20,KLEENGUARD,"V90 Safety Goggles w/ Face Shield, Blue Frame, Clear Anti-Fog Lens",18629,684155,3556645,036000186291,49,$18.19,$18.19,2024-12-27,2024-08-30,172,$891.31
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB8DR9,PROTO,"PROTO 1-1/2"" DRIVE CRUSH GAUGE RETAINING RING - 3-3/8"" GROOVE",JRR15054,686975,654845,0,49,$5.28,$5.28,2024-12-27,2024-08-30,172,$258.72
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BA20,CS UNITEC,"30"" HACKSAW BLADE SL, 14 TPI",Z23-75HSS-SL,1181235,641018,0,48,$30.64,$30.64,2024-12-27,2024-12-29,51,"$1,470.72"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AD20 * AB30*AC30,PROFAX,"Argon Hose, 100' 5/8-18 RH x 5/8-18 RH",PFXSBR-100,684695,46246,846306074914,48,$46.60,$33.66,2024-10-04,2024-12-27,53,"$1,615.60"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,FC10,GENERAL WORK PRODUCTS,PAIR XXLARGE LEATHER DRIVER GLOVE IMPACT,G9050XXL-PAIR,1056984,2053443,0,48,$8.50,$8.36,2024-12-17,2024-12-27,53,$401.51
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB2DR7,DRILL AMERICA,13/64 HSS Black Oxide Jobber Length Drill Bit,D/AN13/64,1093917,3977647,887861003926,48,$0.70,$0.70,2024-12-27,1899-12-31,53,$33.60
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KB20,BULK - RIGGING SLING NYLON,"SLING NYLON EYE2EYE 2 PLY 2"" X 16'",747-2216,1028697,4163752,0,48,$25.40,$24.47,2024-12-18,2024-12-27,53,"$1,174.58"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DA20,GENERAL WORK PRODUCTS,EA 4XL SAFETY VEST ORANGE,SVO4XL,1124554,2254851,0,48,$4.25,$4.25,2024-11-03,2024-12-30,50,$204.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DD20 * DD25,GENERAL WORK PRODUCTS,"XL - 3pc, PVC on polyester (35 mil), Flame Resistant (ASTM D6413),",RS260FRXL,1124553,3786440,0,48,$7.50,$7.50,2024-12-30,2024-12-27,53,$360.00
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,MICHIGAN PNEUMATIC,PISTON SCALER CARBIDE,R145921,1225364,40502,0,48,$65.00,$65.00,2025-02-04,1899-12-31,14,"$3,120.00"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,HC10,BULK - HAND TOOLS PIN,"PIN BARREL DRIFT 1-1/16""",745-1806,1013740,136674,0,48,$6.45,$6.25,2024-12-27,2024-08-30,172,$300.01
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,BF20,Feit Electric,FEIT ELECTRIC 100 Watt Soft White Tuff Kote Rough Service Shatter-Resistant A19 Dimmable Incandescent Bulb,100A/RS/TF-130,1181552,5942917,30017801144902,48,$0.01,$0.01,2024-12-27,1899-12-31,53,$0.48
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GC30,MAGNOLIA BRUSH,"Broom Whisk 11"" CORN",LSS228MX,1059624,3999603,0,48,$2.45,$2.44,2024-12-29,2024-12-27,53,$117.21
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IA25,BULK - WRENCH COMBINATION STANDARD,"COMBINATION WRENCH  2""",744-5200,684397,135651,0,47,$79.00,$98.56,2025-02-04,2024-12-27,53,"$4,632.41"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,AB20,LOCTITE,"567™ PST® Thread Sealant, High Temperature, 50 mL Tube, Off-White",442-2087067,850655,4120905,0,47,$18.50,$20.14,2024-11-20,2024-12-27,53,$946.66
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,0,TECHNIWELD,"2"" X 4.25"" SHADE-11 GLASS FILTER WELD LENS",AGL2H11,1225429,3745908,843088159815,47,$0.93,$0.93,2025-02-04,1899-12-31,14,$43.71
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE15 * JF10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 1-7/16"" DW",741-4107,684119,133557,0,47,$16.81,$23.70,2024-12-27,2024-12-30,50,"$1,113.78"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GC20 * LB20,BULK - HAND TOOLS,WEDGE BANANA,745-6020,684319,136881,0,46,$161.98,$161.98,2024-12-27,1899-12-31,53,"$7,451.08"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB2DR7,DRILL AMERICA,3/8 HSS Black Oxide Jobber Length Drill Bit,D/AN3/8,1057010,3977660,887861004039,46,$2.02,$2.02,2024-12-28,2024-12-27,53,$92.92
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,FB25,IRONWEAR,"GLOVE CLIP HOLDER, YELLOW",5090-Y,1070164,699047,0,46,$1.45,$1.45,2024-12-27,2024-12-30,50,$66.70
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,ED30,GENERAL WORK PRODUCTS,"2"" MASKING TAPE #506 4.8M - EACH",T2MT2 - EACH,684636,3694221,0,46,$2.29,$2.30,2024-12-17,2024-12-27,53,$105.71
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GA10,ANSELL,"37-165 Nitrile Gloves, Gauntlet Cuff, Unlined, Size 9, Green, 22 mil",37-165-9,1092361,4168959,0,46,$7.07,$7.07,2025-02-04,1899-12-31,14,$325.27
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE15*JF10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 1-3/4"" DW",741-4112,1014368,133562,0,46,$38.78,$38.78,2024-12-27,2024-08-30,172,"$1,783.88"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE15,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 3/4"" DR X 2-1/4"" STD",740-4204,684305,129833,0,46,$23.00,$30.18,2025-02-04,2024-12-27,53,"$1,388.32"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DF10,IRONWEAR,WHITE HARD HAT- RATCHET,3961-W HAT,684285,832542,0,45,$6.00,$6.08,2024-12-27,2024-12-30,50,$273.64
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,GC10,BULK - AIR FITTING,COUPLING UNIVERSAL 3 WAY CROWSFOOT,540-1209,1015137,2258270,0,45,$16.95,$16.95,2024-12-29,2024-12-27,53,$762.75
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,LB20,BULK - HAND TOOLS,WEDGE BANANA TETHERED,745-6023,684454,3745464,0,45,$194.40,$133.80,2025-02-17,2024-12-27,53,"$6,021.10"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CF10,MILWAUKEE TOOL,"SHOCKWAVE Impact Duty™ 3/8"" x 2-9/16"" Magnetic Nut Driver",49-66-4535,855515,1550452,45242196562,45,$2.30,$2.30,2024-11-03,2024-12-27,53,$103.50
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JE15*JF10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 3/4"" DR X 1-13/16"" STD",740-4113,684309,129826,0,45,$15.00,$17.55,2024-12-30,2024-12-27,53,$789.61
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC20,BULK - HAMMER WRENCH OFFSET,"HAMMER WRENCH  2"" OFFSET",744-2200,684378,135377,0,44,$40.00,$53.74,2025-02-04,2024-12-30,50,"$2,364.44"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,KD20,BULK - WELDING METER,METER REGULATOR OXYGEN,900-0760,684331,138023,0,44,$183.95,$109.07,2024-12-27,2024-08-30,172,"$4,799.29"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CD10,STANLEY,SELF-RETRACTING UTILITY KNIFE,10-189C,1115102,3745935,076174101898,44,$5.07,$5.19,2024-10-25,2025-02-04,14,$228.40
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,IC25,BULK - HAND TOOLS RACHET,"RATCHET 1/2""",744-9703,684660,136088,0,44,$47.50,$33.88,2024-12-27,2024-12-30,50,"$1,490.76"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,CAB2DR8,MILWAUKEE TOOL,"9/16"" One Piece Steel Hawg Cutter",49-57-8064,1191086,781138,45242277353,43,$47.80,$47.80,2025-01-07,1899-12-31,42,"$2,055.40"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JF10,BULK - IMPACT SOCKET DEEP,"IMPACT SOCKET 3/4"" DR X 13/16"" DW",741-4013,1181528,133547,0,43,$14.49,$14.49,2024-12-30,1899-12-31,50,$623.07
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,JD15 * JF10,BULK - IMPACT SOCKET STANDARD,"IMPACT SOCKET 3/4"" DR X 2-3/8"" STD",740-4206,684206,129835,0,43,$29.00,$33.24,2024-11-30,2024-12-27,53,"$1,429.20"
Mobile Tool Trailer Warehouse,Mobile Tool Trailer Warehouse,DA25,IRONWEAR,"1285-O,3XL-ORANGE MESH VEST",1285-O-6-3XLG VEST,1159136,832557,0,42,$3.80,$3.80,2024-12-05,1899-12-31,75,$159.60
